Name	Set	ImageFile	Release	Info	Property	Uniqueness	Type	Mission/ Dilemma Type	Affil	Class	Int/Rng	Cun/Wpn	Str/Shd	Points	Region	Quadrant	Span	Icons	Staff	Characteristics/ Keywords	Requires	Persona	Command	Lore	Reports	Names	Text
Bajoran Phaser Rifle	Trad_OTF_Open_Warp	bajoranphaserrifle	ds9	U	DS9		Equipment													hand weapon; phaser;				Enhanced energy rifle used by the Bajoran Militia. Popular among members of the resistance during the Cardassian occupation of Bajor.			Bajoran and Non-Aligned use only. Each of your personnel present is STRENGTH +3, but loses 1 Diplomacy unless aboard your ship. (Cumulative.)
Bajoran Resistance Cell	Trad_Virtual_OTF_Open_Warp	BajoranResistanceCell_a	ha	47 U	DS9		Objective														Bajor Region; Bajoran espionage;						Seeds or plays on table. Once each turn, your [Baj] Resistance personnel may report for free to your [Baj] facility or ship or to any Bajor Region planet. Also, your Bajoran espionage cards may not be nullified. Once each turn, you may download a Bajoran espionage card to one of your unsolved missions (limit one per mission), then draw two cards if you have at least two [Baj] Resistance personnel in play.
Bajoran Shrine	Trad_OTF_Open_Warp	bajoranshrine	twt	114 U			Site														disruptor; Kai; Orb artifact; Prylar; Vedek;						Prylars, Vedeks, and Kais may report here. Once each turn, any player who has a Prylar, Vedek, or Kai unopposed here with any other Bajoran may "conduct services": discard one card from hand, place bottom card of discard pile beneath draw deck or out-of-play, then draw one card (or two if any Orb artifact is present). Unless station is under [Baj] or [Fed] control, Shrine is suspended and may be destroyed by any personnel using {a disruptor} at an adjacent site. {Deep Space 9}: Promenade
Bajoran Wormhole	Trad_OTF_Open_Warp	bajoranwormhole	ds9	U	DS9		Doorway													Bajor Region;	Bajor Region;						Requires two Bajoran Wormhole cards; each inserts into a spaceline to create a location (span 1). Play one in Alpha Quadrant (Bajor Region); download the other to Gamma Quadrant. Limit one per quadrant. While in play, any ship may move from one end to the other, then is "stopped." OR Plays at any time to nullify any card which is closing or destroying Bajoran Wormhole (discard doorway).
Bajoran Wormhole: Mirror Universe	Trad_Virtual_OTF_Open_Warp	bajoranwormholemirror_a	mm	13 U	DS9		Doorway													Bajor Region;	Bajor Region;						Seeds (in any phase) or plays in Mirror Quadrant. Limit one. Inserts into spaceline to create a Bajor Region location (span 1); any player may download {Bajoran Wormhole}. Any ship may move between here and another Bajoran Wormhole if damaged or if ENGINEER and SCIENCE aboard, then is "stopped." OR Plays at any time to nullify any card which is closing or destroying Bajoran Wormhole (discard doorway).
Balancing Act	Trad_Virtual_OTF_Open_Warp	BalancingActFC	fc	U	FC		Dilemma	[S/P]																Deadly plasma coolant flooded main engineering through a rupture opened by Data. Survival depended upon balance and strength. Resistance was futile.			Each player whose missions with point boxes were mostly [S] or mostly [P] (by a difference of 3 or more), when seeded, loses 50 points (even if playing Borg).
Balancing Act (Voyager)	Trad_Virtual_OTF_Open_Warp	BalancingActVOYa	voy	4 U	VOY		Dilemma	[S/P]																Rarely had Tuvok been in a more precarious position than at a Nezu colony, halfway between the ionosphere and the planet surface, dangling from a bottom of a mag-lev carriage.			Each player whose missions with point boxes were mostly [S] or mostly [P] (by a difference of 3 or more), when seeded, loses 50 points (even if playing Borg).
Balok	Trad_b00_OTF_Open_Warp	balok	mm	100 U	TOS		Personnel		Non-Aligned	OFFICER	8	8	4					[AU][Cmd][OS]		Humanoid; Male;		Balok		Humanoid envoy from the First Federation. Gentle, benevolent, and mature adult male, despite his youthful appearance. Enjoys drinking tranya.			OFFICER Diplomacy Honor Leadership
Baran	Trad_OTF_Open_Warp	baran	premiere	U	TNG		Personnel		Non-Aligned	OFFICER	3	8	6					[Cmd]		Captain; Male; Stone of Gol-related personnel;		Baran		Male captain of a mercenary ship raiding archaeological sites to find the Stone of Gol.			OFFICER Greed Archaeology Exobiology Computer Skill
Barash	Trad_OTF_Open_Warp	83barash	ha	83 R	TNG		Personnel		Non-Aligned	CIVILIAN	6	7	4							Humanoid; Male;		Barash		Humanoid child orphaned by his homeworld's invasion. Secreted on Alpha Onias III in a cavern equipped with advanced holotechnology. Bonded with William T. Riker.	War Council		CIVILIAN Your [Bar] personnel may report here (for free, once each turn). Doubles {Hologram Ruse}. Youth
Barber Pole	Trad_OTF_Open_Warp	barberpole	qc	U	TNG		Event																	The U.S.S. Enterprise features a fully equipped barber shop, including the traditional helical pole.			Plays on table.
Barclay Transporter Phobia	Trad_OTF_Open_Warp	barclaytransporterphobia	au	U	TNG		Interrupt																	Lt. Reginald Barclay refused to transport out of fear. When forced to transport in 2369, he saw creatures in the beam and believed he had transporter psychosis.			Plays during transport by beaming, {Dimensional Shifting} or {Iconian Gateway}. One personnel (random selection) refuses all transport until cured with {Plexing}.
Barclay's Protomorphosis Disease	Trad_OTF_Open_Warp	barclaysprotomorphosisdise	premiere	R	TNG		Dilemma	[S/P]						10							Android;			Contagious affliction which causes animals to de-evolve into ancestral forms. Disease named for Lieutenant Reginald Barclay.			Entire crew or Away Team (except androids) de-evolves (dies) unless MEDICAL, SCIENCE and SECURITY present. Discard dilemma.
Bareil	Trad_OTF_Open_Warp	bareil	mm	49 R+	DS9		Personnel		Bajoran	CIVILIAN	6	8	6					[KCA][MU][Orb][Stf]		Bajoran; Male; Thief;		(Bareil Antos)		Skilled thief and decryption expert. Bareil Antos was romantically involved with both the Intendant and Kira Nerys, who gave him an Orb experience.		The Intendant;Kira Nerys  The Intendant;Kira Nerys	CIVILIAN Computer Skill x 2 SECURITY Biology Honor Anthropology Treachery DL/ {Any Equipment card}
Bareil Antos	Trad_OTF_Open_Warp	bareilantos	ds9	R	DS9		Personnel		Bajoran	V.I.P.	8	7	5					[Orb][Stf]		Bajoran; Male; Vedek;		Bareil Antos		Vedek. Follows springball religiously. Romantically involved with Kira Nerys. Began spiritual service as a gardener; still enjoys tending the grounds.	Chamber of Ministers	Kira Nerys	V.I.P. Anthropology Diplomacy x 2 Honor SCIENCE Biology
Bareil of Borg	Trad_OTF_Open_Warp	bareilofborg	efc	P	CCG		Personnel		Borg		8	7	8					[AU][Com][Def][Nav]		Borg/Bajoran; Counterpart; Male;		Bareil of Borg		Assimilated counterpart who spoke to the Bajorans in a parallel universe. "The knowledge and experience of the Bajoran - Bareil Antos - is part of us now."			V.I.P. Anthropology Diplomacy x 2 Honor SCIENCE Biology While on your ship, WEAPONS and SHIELDS +4 against [Baj].
Barry Waddle	Trad_OTF_Open_Warp	barrywaddle	twt	85 R+	DS9		Personnel		Non-Aligned	CIVILIAN	3	6	2					[Orb][Stf]		Klingon/Human; Male;		Barry Waddle		Outcast Klingon agent posing as a human trader. Former alias: Arne Darvin. Plotted to destroy James T. Kirk. Envisioned his statue in the Hall of Warriors.	War Council		CIVILIAN Treachery Navigation Computer Skill May nullify {HQ: Return Orb to Bajor}. DL/ {Tribble Bomb}
Baryon Buildup	Trad_Virtual_OTF_Open_Warp	baryonbuildup_a	au	C	TNG		Event																	Baryon particles build up on a ship's hull after prolonged warp travel. Particles must be periodically removed with a baryon sweep, which requires evacuation of the ship.			Plays on ship. RANGE is reduced by 2. (Cumulative.) Nullified if ship is empty and docked at your facility at the beginning of your turn.
Barzan Wormhole	Trad_Virtual_OTF_Open_Warp	BarzanWormholeA	voy	30 R	VOY		Doorway																				Seeds (in any phase) or plays in Gamma or Delta Quadrant (limit one). Inserts into spaceline; creates a location (span 2). Any ship may move between {Wormhole Terminus} mission and here, then is "stopped." OR Once each turn, plays to relocate Barzan Wormhole to a new location in Gamma or Delta Quadrant; discard doorway.
Baseball	Trad_OTF_Open_Warp	baseball	ds9	R	DS9		Interrupt							20										Benjamin Sisko was forced to abandon Deep Space 9 to spare Bajor from the Dominion's wrath. He left his prized baseball behind as a message to Gul Dukat that he would return.			Plays to score points if you just commandeered opponent's facility. Lose points if opponent regains control.
Bashir Founder	Trad_OTF_Open_Warp	bashirfounder	2anth	P	DS9		Personnel		Dominion	MEDICAL	4	11	5					<Fed>[GQ][Stf]		Changeling; Founder; Infiltrator; Male; Shape-shifter;		<Julian Bashir>		Changeling posing as Julian Bashir. Tried to destroy an entire fleet by causing the Bajoran sun to go nova.	The Great Link		MEDICAL MEDICAL Exobiology Biology Treachery DL/ {Supernova} ({Tox Uthat} not required; opponent must have total usable WEAPONS>36 at this location).
Bat'leth	Trad_b00_OTF_Open_Warp	batleth	bog	C	DS9		Equipment													blade weapon; hand weapon; Klingon-related Equipment;	Klingon;			Traditional blade weapon of the Klingon warrior. According to legend, the first bat'leth, or "sword of honor," was forged by Kahless the Unforgettable some fifteen centuries ago.			Each of your Klingons present is STRENGTH +2, and in each battle one of them may mortally wound one adversary they just stunned. (Cumulative.)
Battle Bridge Door	Trad_b00_OTF_Open_Warp	bbd	bog	C	TNG		Doorway																				Place one atop Battle Bridge side deck during the seed phase. Battle Bridge is now open and in play (immune to cards which close doorways). OR Stock in deck and play at start of ship battle (even during opponent's turn) if you have Leadership in that battle. Allows you to draw two extra Tactic cards (cumulative) or enhances each of your ships' and facilities' WEAPONS +1; then discard doorway.
Baxial	Trad_OTF_Open_Warp	127baxial	ha	127 U	VOY		Ship		Non-Aligned	Talaxian Freighter	7	4	6					[DQ]	 	Freighter; Tractor Beam;			Neelix	Small ship owned and commanded by Neelix. Ugliest thing he ever saw, though its appearance grew on him.			Tractor Beam May report for free to {Neelix}'s location.
B'Elanna	Trad_OTF_Open_Warp	belanna	borg	101 R+	VOY		Personnel		Non-Aligned	ENGINEER	6	8	8					[Maq][Stf]		Klingon/Human; Female;		B'Elanna Torres		An aggressive 1/2 Klingon, 1/2 human, B'Elanna Torres left Starfleet Academy during her second year. Joined the Maquis after Captain Chakotay saved her life.			ENGINEER SECURITY Computer Skill x 2 Astrophysics If aboard a [Maq] ship, it is attributes all +2.
B'Elanna Daughter of Miral	Trad_OTF_Open_Warp	76belannadaughterofmiral	ha	76 R+	VOY		Personnel		Klingon	ENGINEER	8	8	7					[DQ][Stf]		Human/Klingon; Female;		B'Elanna Torres		The half-human B'Elanna Torres embraced her Klingon heritage in dealing with the Voq'leng crew. With Kohlar's help, she convinced them her child was the Kuvah'Magh.			ENGINEER ENGINEER Leadership Diplomacy Honor Computer Skill x 2
B'Elanna Torres	Trad_OTF_Open_Warp	belannatorresfed	voy	115 R	VOY		Personnel		Federation/Non-Aligned	ENGINEER	7	8	8					[DQ][Maq][Stf]		Klingon/Human; Female;		B'Elanna Torres		Former Maquis who became chief engineer of U.S.S. Voyager. Her Klingon and human halves are often at odds with each other. Married Tom Paris in 2377.		Tom Paris	ENGINEER ENGINEER Computer Skill x 2 Astrophysics Cybernetics Transporter Skill
B'Elanna Torres*	Trad_OTF_Open_Warp	belannatorresna	voy	115 R	VOY		Personnel		Non-Aligned/Federation	ENGINEER	7	8	8					[DQ][Maq][Stf]		Klingon/Human; Female;		B'Elanna Torres		Former Maquis who became chief engineer of U.S.S. Voyager. Her Klingon and human halves are often at odds with each other. Married Tom Paris in 2377.		Tom Paris	ENGINEER ENGINEER Computer Skill x 2 Astrophysics Cybernetics Transporter Skill
Bendii Syndrome	Trad_OTF_Open_Warp	bendiisyndrome	qc	R	TNG		Dilemma	[S/P]													Vulcan;			Rare disease which affects aging Vulcans. A profound loss of mental control leads to emotional outbursts, elicits violence in others and eventually kills its victim.			One Vulcan without Youth present (opponent's choice) dies the next time you score points. Until then, all your personnel are INTEGRITY -2 where present.
Benil	Trad_OTF_Open_Warp	benil	roa	U	DS9		Personnel		Cardassian	OFFICER	5	6	7					[Cmd]		Cardassian; Arms dealer; Gul; Male;		Benil		Cardassian Gul of the Eighth Order. Intercepted the U.S.S. Defiant en route to Cardassia Prime. Covert arms dealer with suspected Kressari connections.	Central Command		OFFICER Leadership Biology Greed Smuggling
Blade of Tkon	Trad_OTF_Open_Warp	bladeoftkon	qc	R	TNG		Artifact																	The Tkon Empire was so advanced that it possessed the ability to move planets at will. The empire became extinct some 600,000 years ago during the Age of Makto.			Immediately relocate one planet location, and all cards there, to a different place on the spaceline. Discard artifact.
Blended	Trad_OTF_Open_Warp	blended	fc	U	FC		Dilemma	[P]													any Scotty;			Sometimes obtaining information from locals requires consuming beverages of dubious nutritional value. It's best not to criticize such "counseling techniques."			To get past requires Empathy, Diplomacy, {Morn} or {any Scotty}. All such personnel are "stopped," but if two or more present, one must continue (random selection).
Blood Oath	Trad_Virtual_OTF_Open_Warp	bloodoath_a	bog	R	DS9		Incident																				Plays on a non-Borg personnel who has INTEGRITY<8 and no Honor. Adds <R) icon beginning at start of your next turn. OR Plays on table. While you have two (R> personnel present together, all <R) personnel lose their first-listed skill and, in place of your normal card draw, you may download to that location {I.K.C. Ning'tao}, {I.K.C. Lukara}, {I.K.C. Gr'oth}, {Bat'leth}, {Blood Oath} or one (R> personnel.
Blood Screening	Trad_OTF_Open_Warp	bloodscreening	mm	24 U	DS9		Event											[3]		Infiltration-related card;	Shape-shifter;			Blood tests are a standard method for exposing changelings. Though infiltrators are eventually found, the random testing engenders distrust among suspicious crew members.			Plays on any shape-shifter who is infiltrating; exposed when countdown expires. Crew or Away Team is quarantined and may not pool their skills. (Immune to {Kevin Uxbridge}.)
Blue Alert	Trad_OTF_Open_Warp	bluealert	voy	58 C	VOY		Incident													Captains Order;	Intrepid Class; Shuttlecraft; Tractor Beam;						Seeds or plays on table. Each of your Intrepid-class ships and ships with no staffing requirements may use 2 RANGE to land or take off once each turn. Also, your shuttlecraft may be carried aboard and launched from your ships that have Tractor Beam. (Captain's Order.)
Bluegill Infestation	Trad_OTF_Open_Warp	ST1E-ENAGT006	agt	6 P	TNG		Incident																				Seeds on table; place up to seven unique personnel face up beneath here from outside the game. Your copies of those personnel in play are STRENGTH +5, considered Bluegills, and may not be stunned. Also, when one of your Bluegills is killed, you must randomly select a personnel from here; if it matches one who was killed, that personnel was considered to be the Bluegill Queen. (Unique.)
Boarding Party	Trad_OTF_Open_Warp	boardingparty	voy	108 U	VOY		Objective							10				[HA]			Boarding Pod;						Seeds or plays on table. Once each turn, your Boarding Pod may move to "ram" any ship present. Personnel on Pod go aboard; discard Pod. Also, once each turn, your Kazon aboard opponent's ship may use its transporters (ignoring its SHIELDS) OR steal an Equipment card aboard (score points; discard objective) OR download {Commandeer Ship} there (score double points; discard objective).
Bochra	Trad_OTF_Open_Warp	bochra	premiere	U	TNG		Personnel		Romulan	OFFICER	7	7	6					[Stf]		Romulan; Male; Support Personnel;		Bochra		Centurion serving the Romulan Star Empire. Once marooned on Galorndon Core with Lt. Commander Geordi La Forge.			OFFICER Navigation Youth
Bodyguards	Trad_OTF_Open_Warp	bodyguards	roa	U	DS9		Incident											[HA]			Bodyguard; Drone;						Seeds or plays on table. At start of any personnel battle, each of your bodyguards and leaders who has SECURITY in that battle may exclude from battle one of your V.I.P. or CIVILIAN personnel. If you have a non-Borg Leadership personnel or a [Def] drone remaining in the battle, instead of shuffling your combat pile you may pre-arrange the order in which your personnel will fight. Discard incident.
Boheeka	Trad_OTF_Open_Warp	boheeka	ds9	R	DS9		Personnel		Cardassian	OFFICER	3	5	8					[Cmd]		Cardassian; Glinn; Male;		Boheeka		Glinn. Cardassian biotechnology expert. Jeopardized his career when he was bribed by Quark to order a classified cranial implant for Elim Garak.			OFFICER ENGINEER Cybernetics Smuggling Greed
Bok	Trad_OTF_Open_Warp	bok	premiere	U	TNG		Personnel		Non-Aligned	OFFICER	4	9	4					[Cmd]		Ferengi; DaiMon; Male;		Bok		Former Ferengi DaiMon. Son killed by Captain Jean-Luc Picard in battle. Seeks revenge at all costs.		Jean-Luc Picard	OFFICER Greed ENGINEER Treachery Computer Skill
Bok'Nor	Trad_OTF_Open_Warp	boknor	twt	101 U	DS9		Ship		Cardassian	Freighter	7	4	6						[Stf] 	Cardassian ship;	hand weapon;		Boheeka	Old freighter suspected of transporting weapons to Cardassian colonies in the Demilitarized Zone. Briefly commanded by Boheeka early in his military career.			Smuggling personnel in crew may use hand weapons to complete "cargo runs."
Boone Impersonator	Trad_OTF_Open_Warp	booneimpersonator	bog	R	DS9		Personnel		Cardassian	ENGINEER	4	8	5					<Fed>[Stf]		Cardassian; Infiltrator; Male;		<Raymond Boone>		Cardassian surgically altered to resemble retired Starfleet officer Raymond Boone. Spied on the Federation. Attempted to frame Miles O'Brien.			ENGINEER Treachery Computer Skill Physics DL/ {Counterintelligence}
Boothby	Trad_OTF_Open_Warp	65boothby	ha	65 R+	TNG		Personnel		Federation	CIVILIAN	9	8	2							Human; Male;		Boothby		Groundskeeper at Starfleet Academy for more than 50 years. Has mentored countless cadets. Half the captains in Starfleet wouldn't be where they are without him.			CIVILIAN Your [Fed] Youth personnel may report where present and are each attributes all +2 while here. Biology
Borad	Trad_OTF_Open_Warp	borad	ds9	R	DS9		Personnel		Cardassian	SCIENCE	6	7	7					[Orb][Stf]		Cardassian; Male;		Borad		Male trained in science and exoarchaeology. Studied the effects of stolen Bajoran Orbs on the Cardassian nervous system. Had an unpleasant Orb experience.			SCIENCE Exobiology Archaeology Youth
Bo'rak	Trad_OTF_Open_Warp	borak	ds9	R	DS9		Personnel		Klingon	ENGINEER	5	7	6					[Stf]		Klingon; Deep Space 9-related personnel; Male;		Bo'rak		Operative sent to Deep Space 9 in 2371 to spy on Romulan delegates. Modified a replicator to beam a surveillance device near the Romulans' quarters.			ENGINEER Cybernetics Transporter Skill Astrophysics Klingon Intelligence
Borath	Trad_OTF_Open_Warp	borath	dom	R	DS9		Personnel		Dominion	MEDICAL	5	8	6					[Cmd][GQ]		Vorta; Male;		Borath		Vorta analyst. Subjected the captured crew members of the U.S.S. Defiant to a simulated invasion of the Alpha Quadrant in order to study their response.			MEDICAL SCIENCE Exobiology Cybernetics Treachery
Boratus	Trad_Virtual_OTF_Open_Warp	Boratus	au	U	TNG		Personnel		Non-Aligned	SECURITY	1	5	7					[AU]		Vorgon; Male;		Boratus		Male Vorgon criminal from the future. Aims to steal artifacts with partner Ajur. Once hunted the Tox Uthat discovered by Jean-Luc Picard on Risa.			SECURITY Once per game, if alone with Archaeology on a planet, may peek at all but 3 seed cards here (opponent's choice).
Borg Cutting Beam	Trad_OTF_Open_Warp	borgcuttingbeam	bog	R	TNG		Tactic						-2					[BO]									Attack: 1. Defense: 3. If you hit, you may relocate one of target's crew members (random selection; from any one site if on a Nor) to one of your ships in this battle and assimilate that personnel. Hit or direct hit = [Down]. Hull: -40%
Borg Data Node	Trad_OTF_Open_Warp	borgdatanode	borg	11 U	VOY		Equipment																	Borg information storage unit containing assimilation logistics, sensor telemetry, and vessel movements. Voyager salvaged these from the wreckage of a destroyed probe in 2375.			If present with a [Com] Borg, once each turn, may download one {Adapt} card to hand OR glance for 10 seconds at crew of any one ship or top card of any player's draw deck.
Borg Kiss	Trad_OTF_Open_Warp	borgkiss	fc	R	FC		Interrupt											[BO]			Male;			It had been eight years, seven months, sixteen days, four minutes and twenty-two seconds since Data last experienced physical forms of pleasure.			Plays if you just probed for {Assimilate Counterpart}. Ignore result, draw probe card and probe again. OR Plays to draw one card for each [*] on a male you've abducted.
Borg Nanoprobes	Trad_OTF_Open_Warp	borgnanoprobes	borg	12 U	VOY		Equipment														Drone; Species 8472-related dilemma;			Submicroscopic robots saturating a Borg's bloodstream. Injected into potential new drones, beginning their assimilation. Modified by the Voyager crew to use as a weapon against Species 8472.			Once per turn, where present, may abduct and assimilate one personnel just stunned by your [Def] drone OR nullify a Species 8472-related dilemma (except {Gravimetric Distortion}).
Borg Neuroprocessor	Trad_OTF_Open_Warp	borgneuroprocessor	fc	R	FC		Interrupt																	Picard used a tricorder to decode the memory chip implanted in the chest of a Borg drone. This chip records all instructions the drone has received from the collective.			Glance at one face-down [HA] card. OR Plays if a Borg or {Rogue Borg} has died and you have {any tricorder} in play. Nullifies a [BO] interrupt or all Rogue Borg in play.
Borg Outpost	Trad_Virtual_OTF_Open_Warp	Borg-Outpost	fc	C	FC	univ	Facility		Borg	Outpost			48					[DQ]						Identification: BORG OUTPOST Task: Construct Borg vessels. Disseminate resources.			Seed one at any [S] mission with no affiliation icons OR build at such a mission (or at an assimilated planet) where you have a Borg ENGINEER. DL/ {Transwarp Network Gateway}
Borg Queen's Ship	Trad_OTF_Open_Warp	borgqueensship	borg	122 R	VOY		Ship		Borg	Borg Queen's Ship	9	14	14	20				[DQ]	[Com][Def][Nav] 	Borg ship; Tractor Beam;			Borg Queen	Identification: BORG QUEEN'S SHIP Task: Execute assignments under personal command of the Borg Queen.			May be fully staffed by {Borg Queen}. Your equipment and Borg personnel may report aboard. Tractor Beam
Borg Servo	Trad_OTF_Open_Warp	borgservo	fc	U	FC		Dilemma	[S/P]										[BO]						Borg nanotechnological servomechanism. Can remain dormant and undetected until activated. Typical first evidence of assimilation. Rapidly takes over its victim.			Unless Cybernetics and MEDICAL present, opponent (if playing Borg) assimilates one personnel present (random selection). Discard dilemma.
Borg Ship	Trad_Virtual_OTF_Open_Warp	BorgShip	premiere	R	TNG		Dilemma	[S]			8	24	24	15				[Self]						Gigantic cubic ship of the Borg collective. Possesses powerful weapons and remarkable regenerative abilities.			Place at furthest spaceline end. End of every turn: Attacks all ships, then moves. Worth points if destroyed in battle.
Borg Vinculum	Trad_OTF_Open_Warp	borgvinculum	borg	13 C	VOY		Equipment											[BO]						Functions: Process and disseminate information relevant to the collective. Established transneural connections between drones. Purge individuality; bring order to chaos.			If your [Com] Borg present, all your Borg at this location present with a [Com] Borg share regular skills (each has every such skill at highest level). (Immune to {Disruptor Overload}.)
Bractor	Trad_OTF_Open_Warp	bractor	roa	R	TNG		Personnel		Ferengi	OFFICER	6	7	6					[Cmd]		Ferengi; DaiMon; Male; U.S.S. Enterprise-related personnel;		Bractor	Kreechta	DaiMon in command of the Kreechta. Observed war games between the U.S.S. Enterprise and the U.S.S. Hathaway. Attempted to claim the latter as salvage.			OFFICER SCIENCE Stellar Cartography DL/ {Commandeer Ship}
Brain Drain	Trad_Virtual_OTF_Open_Warp	BrainDrain_a	au	U	TNG		Interrupt											[AU]						In Lt. Commander Data's dream, his perception of the leech-like interphasic creatures aboard the U.S.S. Enterprise was symbolized by the surreal actions of his friends.			Plays (once every turn) on any crew or Away Team. Remove all skills and CUNNING from one personnel present until end of turn. OR Plays on {Interphasic Plasma Creatures}, doubling effects.
Brainwash	Trad_OTF_Open_Warp	brainwash	qc	R	TNG		Event													Capturing-related card;				Geordi La Forge was mentally reprogrammed to do the Romulans' bidding by a machine that accessed his mind through his VISOR's direct neural implants.			Plays on one personnel you've captured. Captive reports to your outpost, is under your control and may mix with your personnel regardless of affiliation.
Breen CRM114	Trad_OTF_Open_Warp	breencrm114	roa	R	DS9		Equipment													disruptor; hand weapon;	Arms dealer; Breen;			Powerful disruptor often brokered by Hagath. Guaranteed to cut through reactive armor up to 15 centimeters and shields up to 4.6 gigajoules. Quick recharge. Expensive, but well worth it.			Reports to your Breen or arms dealer. At start of battle, kills up to 5 {Rogue Borg} present. Once each turn, this Away Team may attack a landed ship or facility on same planet (damaged=[Flip]).
Breen Disruptor Burst	Trad_Open_Warp	breendisruptorburst	twt	116 C	DS9		Tactic				-2	-2	-2								Breen ship;						Attack: 2. Defense: 2. ATTACK bonus +2 if you have a Breen ship firing. Hit = [Flip][Flip]. Direct hit = [Flip][Flip][Flip][Flip]. Hull: -35% Casualties: randomly kills one personnel (on a Nor, one personnel at site of opponent's choice).
Breen Energy-Dampening Weapon	Trad_OTF_Open_Warp	breenenergydampeningweapon	twt	117 R	DS9		Tactic						-2								Energy Dampener;						Attack: 3. Defense: 1. Requires a ship with Energy Dampener firing. Hit or direct hit = [Down][Flip] and, unless target is {U.S.S. Sao Paulo}, is {I.K.C. Ki'tang}, or has Energy Dampener, "power surge" also disables RANGE and WEAPONS. Hull: -20% Power surge: special equipment off line. Discard this damage marker at end of opponent's next turn.
Bribery	Trad_OTF_Open_Warp	bribery	roa	C	DS9		Incident											[HA]		Capturing-related card;							Seeds or plays on table. Once each turn, your Smuggling or Greed personnel may discard one of your {Gold-Pressed Latinum} present to add [FER] to your mission there (except {Ferenginar}) until end of your next turn OR to prevent one entire point loss of up to 9 points just incurred there (discard incident) OR to release (and relocate to that personnel) one of your personnel held captive there.
Brief Romance	Trad_b00_OTF_Open_Warp	briefromance	ds9	C	DS9		Dilemma	[S/P]										[2]		female-related dilemma; male-related dilemma;	Female; Male;			Jadzia Dax became romantically involved with Meridian native Deral. Dax was so enamored she attempted to follow Deral when Meridian returned to its non-corporeal state.			Opponent specifies "male" or "female." Place on one personnel present of that gender (random selection). That personnel is "stopped" until countdown expires.
Brigadier Kerla	Trad_OTF_Open_Warp	070brigadierkerla	tmp	70 R	TUC		Personnel		Klingon	SECURITY	7	7	8					[AU][Cmd][Films]		Klingon; High Council; Male;	Chancellor;	Brigadier Kerla		Military advisor to the High Council leader. Loyally served both Gorkon and Azetbur, though bitterly opposed to peace with the Federation.	The Great Hall		SECURITY Stellar Cartography Navigation Transporter Skill DL/ Any [Films] Klingon Chancellor
Broca	Trad_OTF_Open_Warp	broca	twt	47 U	DS9		Personnel		Cardassian	V.I.P.	2	6	7					[Cmd]		Cardassian; Legate; Male;		Broca		Cardassian officer quickly promoted to legate in the wake of Damar's defection. Says he believes in the Dominion. Strives in vain to please the Founder.	Central Command		V.I.P. Archaeology Geology ENGINEER Treachery
Brunt	Trad_OTF_Open_Warp	brunt	roa	R	DS9		Personnel		Ferengi	V.I.P.	2	8	5					[Stf]		Ferengi; Male;		Brunt		Liquidator with the Ferengi Commerce Authority. Rude. Arrogant. Corrupt. Despised and envied by Ferengi everywhere. Strives to ruin Quark.	Tower of Commerce	Quark	V.I.P. FCA x 2 Treachery x 2 Navigation Law Greed Computer Skill DL/ {Writ of Accountability}
Brunt's Shuttle	Trad_OTF_Open_Warp	bruntsshuttle	twt	109 R	DS9		Ship		Ferengi	Shuttlecraft	7	3	6						 	Ferengi ship;			Brunt	Personal shuttle commanded by Brunt during his numerous liquidations. Transported Quark's rag-tag negotiation team to Empok Nor to rescue Ishka.			May report with crew to docking site of opponent's (or uncontrolled) {Empok Nor}.
Brute Force	Trad_Virtual_OTF_Open_Warp	bruteforce	au	R			Mission	[P]	[KLI]					30		Alpha	3							Suppress Kriosian rebels seeking foothold here.			STRENGTH>10 x number of Away Team members (minimum 3 personnel).
Build Interplexing Beacon	Trad_OTF_Open_Warp	buildinterplexingbeacon	fc	R	FC		Objective											[BO]									Suspends your {Assimilate Homeworld} targeting {Earth}, if your {Stop First Contact} was nullified. Target a ship. Your Borg may scout target. If your Borg are aboard target orbiting {2063 Earth}, you may probe: [Com], [Def]: Transponder rods are now set in place. [Nav]: If transponder rods set, place on ship; Timeline disrupted in 2063 and suspended objective completed.
Burial Ground	Trad_OTF_Open_Warp	burialground	twt	33 U	DS9		Interrupt																	Dukat and Kira Nerys found the wreckage of the Ravinok on Dozaria in 2371. Twelve crash victims, including Dukat's mistress Tora Naprem, were buried there.			Plays once per turn on any player. That player must "bury" (place out-of-play) from their discard pile one card (their choice) and all other cards there of the same card type.
Buster Kincaid	Trad_OTF_Open_Warp	84busterkincaid	ha	84 R	VOY		Personnel		Non-Aligned	OFFICER	7	6	8					[DQ][Stf]		Human; Male;		Harry Kim		Harry Kim played the role of Captain Proton's trusty sidekick through fiery volcanoes, crash landings, killer robots, alien invasions, and the Den of Crocodiles.			OFFICER If with {Captain Proton}, you may discard two cards from hand to draw one. Navigation
Bynars Data Transfer	Trad_OTF_Open_Warp	17bynarsdatatransfer	ha	17 U	TNG		Event																	A star in the Bynars' system went nova in 2364. Only their expertise with computers allowed them to transfer information from their main computer in time to save their world.			Plays on table. Glance at the top five cards of your draw deck. Place them in any order on top of and/or beneath your draw deck, then place event beneath draw deck.
